,Ratio of delays with adaptation over delays without adaptation,,,,,
Tract ID,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
12057014118,0.000,0.000,0.000,0.000,0.000,0.000
12057014119,0.000,0.000,0.000,0.000,0.000,0.000
12057014121,0.000,0.000,0.000,0.000,0.000,0.000
12057014122,0.000,0.000,0.000,0.000,0.000,0.000
12057980100,0.906,0.000,0.000,0.000,0.000,0.000
12057980200,0.000,0.000,0.000,0.000,0.000,0.000
12057980500,0.906,0.000,0.000,0.000,0.000,0.000
12057980600,0.938,0.018,0.000,0.000,0.000,0.000
12061050301,0.000,0.000,0.000,0.000,0.000,0.000
12061050401,0.000,0.000,0.000,0.000,0.000,0.000
12061050402,0.000,0.000,0.000,0.000,0.000,0.000
12061050501,0.000,0.000,0.000,0.000,0.000,0.000
12061050503,0.000,0.000,0.000,0.000,0.000,0.000
12061050504,0.000,0.000,0.000,0.000,0.000,0.000
12061050505,0.000,0.000,0.000,0.000,0.000,0.000
12061050601,0.000,0.000,0.000,0.000,0.000,0.000
12061050604,0.000,0.000,0.000,0.000,0.000,0.000
12061050605,0.000,0.000,0.000,0.000,0.000,0.000
12061050606,0.000,0.000,0.000,0.000,0.000,0.000
12061050804,0.000,0.000,0.000,0.000,0.000,0.000
12061050805,0.000,0.000,0.000,0.000,0.000,0.000
12061050806,0.000,0.000,0.000,0.000,0.000,0.000
12061050808,0.000,0.000,0.000,0.000,0.000,0.000
12065250200,0.000,0.000,0.000,0.000,0.000,0.000
12069030102,0.000,0.000,0.000,0.000,0.000,0.000
12069030106,0.000,0.000,0.000,0.000,0.000,0.000
12069030107,0.000,0.000,0.000,0.000,0.000,0.000
12069030902,0.000,0.000,0.000,0.000,0.000,0.000
12071000301,0.934,0.000,0.000,0.000,0.000,0.000
12071000302,0.934,0.000,0.000,0.000,0.000,0.000
12071000401,0.934,0.000,0.000,0.000,0.000,0.000
12071000402,0.934,0.000,0.000,0.000,0.000,0.000
12071000503,0.934,0.000,0.000,0.000,0.000,0.000
12071000800,0.934,0.000,0.000,0.000,0.000,0.000
12071000900,0.934,0.000,0.000,0.000,0.000,0.000
12071001402,0.934,0.000,0.000,0.000,0.000,0.000
12071001501,0.000,0.000,0.000,0.000,0.000,0.000
12071001502,0.934,0.000,0.000,0.000,0.000,0.000
12071001601,0.000,0.000,0.000,0.000,0.000,0.000
12071001602,0.000,0.000,0.000,0.000,0.000,0.000
12071001701,0.000,0.000,0.000,0.000,0.000,0.000
12071001703,0.000,0.000,0.000,0.000,0.000,0.000
12071001705,0.000,0.000,0.000,0.000,0.000,0.000
12071001706,0.000,0.000,0.000,0.000,0.000,0.000
12071001707,0.000,0.000,0.000,0.000,0.000,0.000
12071001801,0.933,0.000,0.000,0.000,0.000,0.000
12071001802,0.000,0.000,0.000,0.000,0.000,0.000
12071001903,0.000,0.000,0.000,0.000,0.000,0.000
12071001906,0.000,0.000,0.000,0.000,0.000,0.000
12071001907,0.000,0.000,0.000,0.000,0.000,0.000
12071001908,0.000,0.000,0.000,0.000,0.000,0.000
12071001910,0.000,0.000,0.000,0.000,0.000,0.000
12071001911,0.000,0.000,0.000,0.000,0.000,0.000
12071001912,0.000,0.000,0.000,0.000,0.000,0.000
12071001913,0.000,0.000,0.000,0.000,0.000,0.000
12071001914,0.000,0.000,0.000,0.000,0.000,0.000
12071001915,0.000,0.000,0.000,0.000,0.000,0.000
12071010102,0.000,0.000,0.000,0.000,0.000,0.000
12071010103,0.000,0.000,0.000,0.000,0.000,0.000
12071010104,0.000,0.000,0.000,0.000,0.000,0.000
12071010105,0.000,0.000,0.000,0.000,0.000,0.000
12071010203,0.934,0.000,0.000,0.000,0.000,0.000
12071010204,0.934,0.000,0.000,0.000,0.000,0.000
12071010302,0.934,0.000,0.000,0.000,0.000,0.000
12071010303,0.934,0.000,0.000,0.000,0.000,0.000
12071010304,0.934,0.000,0.000,0.000,0.000,0.000
12071010305,0.934,0.000,0.000,0.000,0.000,0.000
12071010306,0.000,0.000,0.000,0.000,0.000,0.000
12071010307,0.934,0.000,0.000,0.000,0.000,0.000
12071010404,0.000,0.000,0.000,0.000,0.000,0.000
12071010405,0.000,0.000,0.000,0.000,0.000,0.000
12071010406,0.000,0.000,0.000,0.000,0.000,0.000
12071010407,0.000,0.000,0.000,0.000,0.000,0.000
12071010409,0.000,0.000,0.000,0.000,0.000,0.000
12071010410,0.000,0.000,0.000,0.000,0.000,0.000
12071010411,0.000,0.000,0.000,0.000,0.000,0.000
12071010412,0.000,0.000,0.000,0.000,0.000,0.000
12071010501,0.000,0.000,0.000,0.000,0.000,0.000
12071010502,0.000,0.000,0.000,0.000,0.000,0.000
12071010601,0.000,0.000,0.000,0.000,0.000,0.000
12071010602,0.000,0.000,0.000,0.000,0.000,0.000
12071010701,0.934,0.000,0.000,0.000,0.000,0.000
12071010702,0.934,0.000,0.000,0.000,0.000,0.000
12071010801,0.000,0.000,0.000,0.000,0.000,0.000
12071010802,0.000,0.000,0.000,0.000,0.000,0.000
12071010803,0.000,0.000,0.000,0.000,0.000,0.000
12071020201,0.934,0.000,0.000,0.000,0.000,0.000
12071020202,0.934,0.000,0.000,0.000,0.000,0.000
12071020300,0.934,0.000,0.000,0.000,0.000,0.000
12071020400,0.934,0.000,0.000,0.000,0.000,0.000
12071020501,0.934,0.000,0.000,0.000,0.000,0.000
12071020502,0.934,0.000,0.000,0.000,0.000,0.000
12071020600,0.934,0.000,0.000,0.000,0.000,0.000
12071020700,0.934,0.000,0.000,0.000,0.000,0.000
12071020800,0.934,0.000,0.000,0.000,0.000,0.000
12071030100,0.934,0.000,0.000,0.000,0.000,0.000
12071030201,0.000,0.000,0.000,0.000,0.000,0.000
12071030202,0.000,0.000,0.000,0.000,0.000,0.000
12071030203,0.000,0.000,0.000,0.000,0.000,0.000
12071030204,0.000,0.000,0.000,0.000,0.000,0.000
12071030300,0.000,0.000,0.000,0.000,0.000,0.000
12071040113,0.000,0.000,0.000,0.000,0.000,0.000
12071040123,0.934,0.000,0.000,0.000,0.000,0.000
12071040127,0.000,0.000,0.000,0.000,0.000,0.000
12071040206,0.000,0.000,0.000,0.000,0.000,0.000
12071050103,0.000,0.000,0.000,0.000,0.000,0.000
12071050104,0.000,0.000,0.000,0.000,0.000,0.000
12071050105,0.000,0.000,0.000,0.000,0.000,0.000
12071050106,0.000,0.000,0.000,0.000,0.000,0.000
12071050205,0.000,0.000,0.000,0.000,0.000,0.000
12071050305,0.000,0.000,0.000,0.000,0.000,0.000
12071050308,0.000,0.000,0.000,0.000,0.000,0.000
12071050313,0.000,0.000,0.000,0.000,0.000,0.000
12071050314,0.000,0.000,0.000,0.000,0.000,0.000
12071050400,0.000,0.000,0.000,0.000,0.000,0.000
12071050500,0.000,0.000,0.000,0.000,0.000,0.000
12071050601,0.000,0.000,0.000,0.000,0.000,0.000
12071050602,0.000,0.000,0.000,0.000,0.000,0.000
12071060101,0.000,0.000,0.000,0.000,0.000,0.000
12071060102,0.000,0.000,0.000,0.000,0.000,0.000
12071060201,0.000,0.000,0.000,0.000,0.000,0.000
12071060202,0.000,0.000,0.000,0.000,0.000,0.000
12071060203,0.000,0.000,0.000,0.000,0.000,0.000
12071060300,0.000,0.000,0.000,0.000,0.000,0.000
12071070101,0.000,0.000,0.000,0.000,0.000,0.000
12071070102,0.000,0.000,0.000,0.000,0.000,0.000
12071070200,0.000,0.000,0.000,0.000,0.000,0.000
12071080100,0.000,0.000,0.000,0.000,0.000,0.000
12071080202,0.000,0.000,0.000,0.000,0.000,0.000
12071080203,0.000,0.000,0.000,0.000,0.000,0.000
12071080204,0.000,0.000,0.000,0.000,0.000,0.000
12071080300,0.934,0.000,0.000,0.000,0.000,0.000
12071090100,0.000,0.000,0.000,0.000,0.000,0.000
12075970301,0.000,0.000,0.000,0.000,0.000,0.000
12075970302,0.000,0.000,0.000,0.000,0.000,0.000
12075970400,0.000,0.000,0.000,0.000,0.000,0.000
12075970700,0.000,0.000,0.000,0.000,0.000,0.000
12077950100,0.000,0.000,0.000,0.000,0.000,0.000
12077950200,0.000,0.000,0.000,0.000,0.000,0.000
12081000101,0.000,0.000,0.000,0.000,0.000,0.000
12081000403,0.000,0.000,0.000,0.000,0.000,0.000
12081000408,0.000,0.000,0.000,0.000,0.000,0.000
12081000601,0.000,0.000,0.000,0.000,0.000,0.000
12081000603,0.000,0.000,0.000,0.000,0.000,0.000
12081000703,0.000,0.000,0.000,0.000,0.000,0.000
12081000704,0.000,0.000,0.000,0.000,0.000,0.000
12081000705,0.000,0.000,0.000,0.000,0.000,0.000
12081000803,0.000,0.000,0.000,0.000,0.000,0.000
12081000804,0.000,0.000,0.000,0.000,0.000,0.000
12081000807,0.000,0.000,0.000,0.000,0.000,0.000
12081000808,0.000,0.000,0.000,0.000,0.000,0.000
12081000810,0.000,0.000,0.000,0.000,0.000,0.000
12081000901,0.000,0.000,0.000,0.000,0.000,0.000
12081000902,0.000,0.000,0.000,0.000,0.000,0.000
12081001000,0.000,0.000,0.000,0.000,0.000,0.000
12081001104,0.000,0.000,0.000,0.000,0.000,0.000
12081001107,0.000,0.000,0.000,0.000,0.000,0.000
12081001108,0.000,0.000,0.000,0.000,0.000,0.000
12081001202,0.000,0.000,0.000,0.000,0.000,0.000
12081001203,0.000,0.000,0.000,0.000,0.000,0.000
12081001204,0.000,0.000,0.000,0.000,0.000,0.000
12081001300,0.000,0.000,0.000,0.000,0.000,0.000
12081001402,0.000,0.000,0.000,0.000,0.000,0.000
12081001403,0.000,0.000,0.000,0.000,0.000,0.000
12081001404,0.000,0.000,0.000,0.000,0.000,0.000
12081001502,0.000,0.000,0.000,0.000,0.000,0.000
12081001601,0.000,0.000,0.000,0.000,0.000,0.000
12081001602,0.000,0.000,0.000,0.000,0.000,0.000
12081001701,0.000,0.000,0.000,0.000,0.000,0.000
12081001703,0.000,0.000,0.000,0.000,0.000,0.000
12081001704,0.000,0.000,0.000,0.000,0.000,0.000
12081001800,0.000,0.000,0.000,0.000,0.000,0.000
12081001904,0.000,0.000,0.000,0.000,0.000,0.000
12081001907,0.000,0.000,0.000,0.000,0.000,0.000
12081001908,0.000,0.000,0.000,0.000,0.000,0.000
12081001909,0.000,0.000,0.000,0.000,0.000,0.000
12081001912,0.000,0.000,0.000,0.000,0.000,0.000
12081001913,0.000,0.000,0.000,0.000,0.000,0.000
12081002003,0.000,0.000,0.000,0.000,0.000,0.000
12081002005,0.000,0.000,0.000,0.000,0.000,0.000
12081002008,0.000,0.000,0.000,0.000,0.000,0.000
12081002011,0.000,0.000,0.000,0.000,0.000,0.000
12081002012,0.000,0.000,0.000,0.000,0.000,0.000
12081002013,0.000,0.000,0.000,0.000,0.000,0.000
12081002014,0.000,0.000,0.000,0.000,0.000,0.000
12081002017,0.000,0.000,0.000,0.000,0.000,0.000
12083000501,0.000,0.000,0.000,0.000,0.000,0.000
12083000502,0.000,0.000,0.000,0.000,0.000,0.000
12083000601,0.000,0.000,0.000,0.000,0.000,0.000
12085000100,1.000,0.059,0.000,0.000,0.000,0.000
12085000200,1.000,0.059,0.000,0.000,0.000,0.000
12085000300,1.000,0.059,0.000,0.000,0.000,0.000
12085000400,1.000,0.059,0.000,0.000,0.000,0.000
12085000501,1.000,0.059,0.000,0.000,0.000,0.000
12085000502,1.000,0.059,0.000,0.000,0.000,0.000
12085000603,1.000,0.059,0.000,0.000,0.000,0.000
12085000604,1.000,0.059,0.000,0.000,0.000,0.000
12085000606,1.000,0.059,0.000,0.000,0.000,0.000
12085000607,1.000,0.059,0.000,0.000,0.000,0.000
12085000610,1.000,0.059,0.000,0.000,0.000,0.000
12085000700,1.000,0.059,0.000,0.000,0.000,0.000
12085000800,1.000,0.059,0.000,0.000,0.000,0.000
12085000901,1.000,0.059,0.000,0.000,0.000,0.000
12085000902,1.000,0.059,0.000,0.000,0.000,0.000
12085001000,1.000,0.059,0.000,0.000,0.000,0.000
12085001102,1.000,0.577,0.001,0.001,0.001,0.001
12085001103,1.000,0.577,0.000,0.001,0.001,0.000
12085001104,1.000,0.577,0.001,0.001,0.001,0.001
12085001200,1.000,0.577,0.001,0.001,0.001,0.001
12085001301,1.000,0.577,0.001,0.001,0.001,0.001
12085001302,1.000,0.577,0.001,0.001,0.001,0.001
12085001404,0.000,0.000,0.000,0.000,0.000,0.000
12085001406,0.000,0.000,0.000,0.000,0.000,0.000
12085001410,1.000,0.577,0.001,0.001,0.001,0.001
12085001500,0.000,0.000,0.000,0.000,0.000,0.000
12085001601,0.000,0.000,0.000,0.000,0.000,0.000
12085001602,0.000,0.000,0.000,0.000,0.000,0.000
12085001700,1.000,0.059,0.000,0.000,0.000,0.000
12086000107,1.000,0.370,0.001,0.002,0.001,0.002
12086000109,1.000,0.370,0.001,0.002,0.001,0.002
12086000113,1.000,0.369,0.001,0.002,0.001,0.002
12086000115,1.000,0.369,0.000,0.001,0.001,0.002
12086000118,1.000,0.370,0.001,0.002,0.001,0.002
12086000119,1.000,0.369,0.000,0.001,0.001,0.002
12086000120,1.000,0.370,0.001,0.002,0.001,0.002
12086000121,1.000,0.369,0.000,0.001,0.001,0.002
12086000122,1.000,0.369,0.000,0.001,0.001,0.002
12086000123,1.000,0.370,0.001,0.002,0.001,0.002
12086000124,1.000,0.371,0.001,0.002,0.002,0.003
12086000125,1.000,0.370,0.001,0.002,0.001,0.002
12086000126,1.000,0.370,0.001,0.002,0.001,0.002
12086000127,1.000,0.370,0.001,0.002,0.001,0.002
12086000128,1.000,0.370,0.001,0.002,0.001,0.002
12086000129,1.000,0.370,0.001,0.002,0.001,0.002
12086000130,1.000,0.370,0.001,0.002,0.001,0.002
12086000131,1.000,0.369,0.001,0.002,0.001,0.002
12086000132,1.000,0.370,0.001,0.002,0.001,0.002
12086000133,1.000,0.369,0.000,0.001,0.001,0.002
12086000134,1.000,0.369,0.000,0.001,0.001,0.002
12086000140,1.000,0.370,0.001,0.002,0.001,0.002
12086000202,1.000,0.370,0.001,0.002,0.001,0.002
12086000204,1.000,0.369,0.001,0.002,0.001,0.002
12086000206,1.000,0.371,0.001,0.002,0.001,0.002
12086000209,1.000,0.371,0.001,0.002,0.001,0.002
12086000211,1.000,0.370,0.001,0.002,0.001,0.002
12086000212,1.000,0.370,0.001,0.002,0.001,0.002
12086000213,1.000,0.369,0.001,0.002,0.001,0.002
12086000214,1.000,0.370,0.001,0.002,0.001,0.002
12086000215,1.000,0.370,0.001,0.002,0.001,0.002
12086000216,1.000,0.370,0.001,0.002,0.001,0.002
12086000217,1.000,0.371,0.001,0.002,0.001,0.002
12086000218,1.000,0.373,0.001,0.003,0.002,0.004
12086000219,1.000,0.378,0.002,0.005,0.004,0.006
12086000220,1.000,0.371,0.001,0.002,0.002,0.002
12086000301,1.000,0.370,0.001,0.002,0.001,0.002
12086000302,0.000,0.000,0.000,0.000,0.000,0.000
12086000305,1.000,0.372,0.001,0.003,0.002,0.003
12086000306,0.000,0.000,0.000,0.000,0.000,0.000
12086000307,0.000,0.000,0.000,0.000,0.000,0.000
12086000308,0.000,0.000,0.000,0.000,0.000,0.000
12086000402,0.000,0.000,0.000,0.000,0.000,0.000
12086000403,0.000,0.000,0.000,0.000,0.000,0.000
12086000404,0.000,0.000,0.000,0.000,0.000,0.000
12086000405,0.000,0.000,0.000,0.000,0.000,0.000
12086000408,1.000,0.373,0.001,0.003,0.003,0.004
12086000411,0.000,0.000,0.000,0.000,0.000,0.000
12086000412,0.000,0.000,0.000,0.000,0.000,0.000
12086000413,0.000,0.000,0.000,0.000,0.000,0.000
12086000414,0.000,0.000,0.000,0.000,0.000,0.000
12086000501,1.000,0.001,0.000,0.000,0.000,0.000
12086000503,0.000,0.000,0.000,0.000,0.000,0.000
12086000504,0.000,0.000,0.000,0.000,0.000,0.000
12086000505,1.000,0.001,0.000,0.000,0.000,0.000
12086000601,1.000,0.001,0.000,0.000,0.000,0.000
12086000602,1.000,0.001,0.000,0.000,0.000,0.000
12086000603,1.000,0.001,0.000,0.000,0.000,0.000
12086000604,0.000,0.000,0.000,0.000,0.000,0.000
12086000605,1.000,0.368,0.000,0.001,0.001,0.001
12086000607,1.000,0.000,0.000,0.000,0.000,0.000
12086000608,1.000,0.000,0.000,0.000,0.000,0.000
12086000705,0.968,0.070,0.000,0.000,0.000,0.000
12086000706,0.968,0.070,0.000,0.000,0.000,0.000
12086000707,0.967,0.055,0.000,0.000,0.000,0.000
12086000708,0.967,0.055,0.000,0.000,0.000,0.000
12086000709,0.967,0.055,0.000,0.000,0.000,0.000
12086000710,0.967,0.055,0.000,0.000,0.000,0.000
12086000711,0.967,0.055,0.000,0.000,0.000,0.000
12086000712,0.967,0.055,0.000,0.000,0.000,0.000
12086000804,1.000,0.366,0.000,0.001,0.000,0.001
12086000805,1.000,0.368,0.000,0.001,0.001,0.001
12086000806,1.000,0.366,0.000,0.001,0.000,0.001
12086000807,1.000,0.366,0.000,0.001,0.000,0.001
12086000808,1.000,0.366,0.000,0.001,0.000,0.001
12086000901,0.000,0.000,0.000,0.000,0.000,0.000
12086000902,1.000,0.368,0.000,0.001,0.001,0.001
12086000903,1.000,0.368,0.000,0.001,0.001,0.001
12086001002,1.000,0.375,0.001,0.004,0.004,0.004
12086001003,1.000,0.368,0.000,0.001,0.001,0.001
12086001004,1.000,0.375,0.001,0.004,0.003,0.004
12086001005,1.000,0.375,0.001,0.004,0.004,0.004
12086001006,1.000,0.072,0.000,0.001,0.001,0.001
12086001101,1.000,0.377,0.002,0.005,0.004,0.005
12086001103,1.000,0.377,0.002,0.005,0.004,0.005
12086001104,1.000,0.072,0.000,0.001,0.001,0.001
12086001203,1.000,0.380,0.002,0.006,0.005,0.006
12086001204,1.000,0.370,0.001,0.002,0.001,0.002
12086001205,1.000,0.040,0.000,0.001,0.001,0.001
12086001206,1.000,0.040,0.000,0.001,0.001,0.001
12086001301,1.000,0.072,0.000,0.001,0.001,0.001
12086001302,1.000,0.072,0.000,0.001,0.001,0.001
12086001401,1.000,0.072,0.000,0.001,0.001,0.001
12086001402,1.000,0.072,0.000,0.001,0.001,0.001
12086001602,1.000,0.368,0.000,0.001,0.001,0.001
12086001603,1.000,0.368,0.000,0.001,0.001,0.001
12086001605,1.000,0.366,0.000,0.001,0.000,0.001
12086001606,1.000,0.366,0.000,0.001,0.000,0.001
12086001701,1.000,0.368,0.000,0.001,0.001,0.001
12086001703,1.000,0.369,0.001,0.002,0.001,0.002
12086002001,1.000,0.072,0.000,0.001,0.001,0.001
12086002100,1.000,0.072,0.000,0.001,0.001,0.001
12086002402,1.000,0.372,0.001,0.003,0.002,0.003
12086002403,1.000,0.369,0.001,0.002,0.001,0.002
12086002404,1.000,0.374,0.001,0.003,0.002,0.004
12086002501,1.000,0.040,0.000,0.000,0.000,0.000
12086002702,1.000,0.072,0.000,0.001,0.000,0.001
12086002703,1.000,0.072,0.000,0.001,0.000,0.001
12086002705,1.000,0.072,0.000,0.001,0.001,0.001
12086002706,1.000,0.072,0.000,0.001,0.000,0.001
12086002900,1.000,0.040,0.000,0.000,0.000,0.000
12086003001,1.000,0.040,0.000,0.000,0.000,0.000
12086003003,1.000,0.372,0.001,0.003,0.002,0.003
12086003004,1.000,0.040,0.000,0.000,0.000,0.000
12086003400,1.000,0.071,0.000,0.000,0.000,0.000
12086003601,1.000,0.040,0.000,0.000,0.000,0.000
12086003602,1.000,0.040,0.000,0.000,0.000,0.000
12086003702,1.000,0.071,0.000,0.000,0.000,0.000
12086003703,1.000,0.040,0.000,0.000,0.000,0.000
12086003704,1.000,0.040,0.000,0.000,0.000,0.000
12086003705,1.000,0.040,0.000,0.000,0.000,0.000
12086003706,1.000,0.071,0.000,0.000,0.000,0.000
12086003801,1.000,0.139,0.000,0.001,0.001,0.001
12086003803,1.000,0.370,0.001,0.002,0.001,0.002
12086003804,1.000,0.099,0.000,0.001,0.001,0.001
12086003906,1.000,0.040,0.000,0.001,0.001,0.001
12086003909,1.000,0.040,0.000,0.001,0.001,0.001
12086003911,1.000,0.040,0.000,0.001,0.001,0.001
12086003912,1.000,0.040,0.000,0.001,0.001,0.001
12086003913,1.000,0.040,0.000,0.001,0.001,0.001
12086003914,1.000,0.040,0.000,0.001,0.001,0.001
12086003915,1.000,0.040,0.000,0.001,0.001,0.001
12086003916,1.000,0.040,0.000,0.001,0.001,0.001
12086003917,1.000,0.040,0.000,0.001,0.001,0.001
12086003918,1.000,0.040,0.000,0.001,0.001,0.001
12086003919,1.000,0.040,0.000,0.001,0.001,0.001
12086003921,1.000,0.040,0.000,0.001,0.001,0.001
12086003922,1.000,0.040,0.000,0.001,0.001,0.001
12086004000,1.000,0.072,0.000,0.001,0.001,0.001
12086004102,1.000,0.072,0.000,0.001,0.000,0.001
12086004103,1.000,0.040,0.000,0.001,0.001,0.001
12086004105,1.000,0.040,0.000,0.001,0.001,0.001
12086004106,1.000,0.072,0.000,0.001,0.001,0.001
12086004203,1.000,0.072,0.000,0.001,0.000,0.001
12086004204,1.000,0.072,0.000,0.001,0.000,0.001
12086004205,1.000,0.040,0.000,0.001,0.000,0.001
12086004206,1.000,0.040,0.000,0.001,0.000,0.001
12086004301,1.000,0.071,0.000,0.000,0.000,0.001
12086004303,1.000,0.040,0.000,0.001,0.000,0.001
12086004304,1.000,0.072,0.000,0.001,0.000,0.001
12086004403,1.000,0.039,0.000,0.000,0.000,0.000
12086004404,1.000,0.039,0.000,0.000,0.000,0.000
12086004405,1.000,0.039,0.000,0.000,0.000,0.000
12086004406,1.000,0.071,0.000,0.000,0.000,0.001
12086004500,1.000,0.071,0.000,0.000,0.000,0.001
12086004602,0.000,0.000,0.000,0.000,0.000,0.000
12086004605,0.000,0.000,0.000,0.000,0.000,0.000
12086004607,0.000,0.000,0.000,0.000,0.000,0.000
12086004608,0.000,0.000,0.000,0.000,0.000,0.000
12086004701,0.968,0.070,0.000,0.000,0.000,0.000
12086004702,0.950,0.140,0.000,0.000,0.000,0.000
12086004703,1.000,0.366,0.000,0.001,0.000,0.001
12086004901,1.000,0.366,0.000,0.001,0.000,0.001
12086004902,1.000,0.366,0.000,0.001,0.000,0.001
12086005001,1.000,0.368,0.000,0.001,0.001,0.001
12086005002,1.000,0.367,0.000,0.001,0.000,0.001
12086005102,1.000,0.374,0.001,0.003,0.002,0.004
12086005104,1.000,0.369,0.001,0.002,0.001,0.002
12086005201,1.000,0.374,0.001,0.003,0.002,0.004
12086005202,1.000,0.040,0.000,0.000,0.000,0.000
12086005302,1.000,0.040,0.000,0.000,0.000,0.000
12086005406,1.000,0.371,0.001,0.002,0.001,0.002
12086005701,1.000,0.366,0.000,0.001,0.000,0.001
12086005703,1.000,0.366,0.000,0.001,0.000,0.001
12086005704,1.000,0.366,0.000,0.001,0.000,0.001
12086005802,1.000,0.366,0.000,0.001,0.000,0.001
12086005901,1.000,0.367,0.000,0.001,0.001,0.001
12086005902,1.000,0.366,0.000,0.001,0.000,0.001
12086005903,1.000,0.367,0.000,0.001,0.001,0.001
12086005904,1.000,0.367,0.000,0.001,0.000,0.001
12086006001,1.000,0.367,0.000,0.001,0.000,0.001
12086006002,1.000,0.367,0.000,0.001,0.000,0.001
12086006102,1.000,0.367,0.000,0.001,0.000,0.001
12086006602,1.000,0.040,0.000,0.000,0.000,0.000
12086006702,1.000,0.040,0.000,0.000,0.000,0.000
12086006705,1.000,0.040,0.000,0.000,0.000,0.000
12086006706,1.000,0.040,0.000,0.000,0.000,0.000
12086006707,1.000,0.071,0.000,0.000,0.000,0.001
12086006709,1.000,0.040,0.000,0.000,0.000,0.000
12086006711,1.000,0.040,0.000,0.000,0.000,0.000
12086006713,1.000,0.040,0.000,0.000,0.000,0.000
12086006714,1.000,0.040,0.000,0.000,0.000,0.000
12086006801,1.000,0.368,0.001,0.001,0.001,0.002
12086006802,1.000,0.073,0.000,0.000,0.000,0.001
12086007300,1.000,0.367,0.001,0.001,0.001,0.001
12086007400,1.000,0.367,0.000,0.001,0.000,0.001
12086007501,1.000,0.367,0.000,0.001,0.000,0.001
12086007503,1.000,0.367,0.000,0.001,0.000,0.001
12086007603,1.000,0.367,0.000,0.001,0.001,0.001
12086007604,1.000,0.367,0.000,0.001,0.001,0.001
12086007605,1.000,0.367,0.000,0.001,0.001,0.001
12086007606,1.000,0.367,0.000,0.001,0.001,0.001
12086007701,1.000,0.367,0.000,0.001,0.001,0.001
12086007702,1.000,0.367,0.000,0.001,0.001,0.001
12086007704,1.000,0.367,0.000,0.001,0.001,0.001
12086007705,1.000,0.367,0.000,0.001,0.001,0.001
12086007801,1.000,0.367,0.000,0.001,0.001,0.001
12086007804,1.000,0.367,0.000,0.001,0.001,0.001
12086007805,1.000,0.367,0.000,0.001,0.001,0.001
12086007806,1.000,0.367,0.000,0.001,0.001,0.001
12086007807,1.000,0.367,0.000,0.001,0.001,0.001
12086007901,1.000,0.367,0.000,0.001,0.000,0.001
12086007902,1.000,0.367,0.000,0.001,0.001,0.001
12086008000,1.000,0.367,0.000,0.001,0.001,0.001
12086008101,1.000,0.367,0.000,0.001,0.001,0.001
12086008102,1.000,0.367,0.000,0.001,0.001,0.001
12086008202,1.000,0.101,0.000,0.000,0.000,0.000
12086008205,1.000,0.368,0.000,0.001,0.001,0.001
12086008206,1.000,0.372,0.000,0.002,0.001,0.002
12086008207,1.000,0.101,0.000,0.000,0.000,0.000
12086008208,1.000,0.101,0.000,0.000,0.000,0.000
