Census Block,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,0%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,2%,16%
4.82013E+11,NA,NA,NA,NA,NA,5%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,10%
4.82013E+11,NA,NA,NA,NA,1%,18%
4.82013E+11,NA,NA,NA,NA,NA,NA
4.82013E+11,NA,NA,NA,NA,NA,1%
4.82014E+11,NA,NA,NA,NA,NA,NA
4.82014E+11,NA,NA,NA,NA,11%,22%
4.824E+11,98%,98%,99%,99%,100%,100%
4.824E+11,93%,94%,97%,97%,97%,98%
4.824E+11,NA,82%,96%,97%,96%,97%
4.824E+11,100%,99%,99%,100%,99%,100%
4.8245E+11,NA,NA,83%,98%,98%,99%
4.8245E+11,NA,NA,NA,NA,28%,40%
4.8245E+11,NA,59%,83%,93%,94%,95%
4.8245E+11,100%,98%,98%,98%,98%,98%
4.8245E+11,NA,NA,NA,NA,100%,99%
4.8245E+11,NA,NA,NA,NA,NA,100%
4.8245E+11,NA,NA,96%,99%,99%,100%
4.8245E+11,NA,NA,NA,NA,NA,NA
4.8245E+11,NA,NA,NA,NA,44%,81%
4.8245E+11,100%,100%,100%,100%,100%,100%
4.8245E+11,NA,NA,NA,96%,96%,96%
4.8245E+11,NA,NA,NA,67%,69%,67%
4.8245E+11,NA,NA,100%,100%,100%,100%
4.8245E+11,NA,NA,NA,7%,55%,64%
4.8245E+11,NA,NA,NA,18%,41%,49%
4.8245E+11,NA,NA,NA,16%,29%,33%
4.8245E+11,NA,NA,NA,61%,72%,67%
4.8245E+11,NA,NA,NA,44%,52%,48%
4.8245E+11,NA,NA,NA,55%,60%,53%
4.8245E+11,NA,NA,NA,19%,23%,40%
4.8245E+11,NA,NA,NA,92%,92%,92%
4.8245E+11,NA,NA,NA,52%,53%,53%
4.8245E+11,NA,NA,NA,25%,25%,25%
4.8245E+11,NA,NA,NA,3%,6%,6%
4.8245E+11,NA,NA,NA,36%,54%,41%
4.8245E+11,NA,NA,NA,19%,42%,41%
4.8245E+11,NA,NA,NA,65%,60%,65%
4.8245E+11,NA,NA,NA,10%,10%,9%
4.8245E+11,NA,NA,NA,18%,21%,39%
4.8245E+11,NA,NA,NA,86%,78%,86%
4.8245E+11,NA,NA,NA,9%,44%,55%
4.8245E+11,NA,NA,NA,36%,65%,85%
4.8245E+11,NA,NA,NA,NA,70%,87%
4.8245E+11,NA,NA,NA,NA,100%,100%
4.8245E+11,3%,89%,96%,98%,99%,99%
4.8245E+11,NA,NA,NA,33%,35%,35%
4.8245E+11,NA,NA,NA,37%,64%,66%
4.8245E+11,NA,NA,NA,68%,73%,71%
4.8245E+11,NA,NA,NA,NA,5%,NA
4.8245E+11,NA,NA,NA,NA,30%,29%
4.8245E+11,NA,NA,NA,3%,22%,22%
4.8245E+11,NA,NA,61%,83%,81%,83%
4.8245E+11,NA,NA,NA,47%,55%,54%
4.8245E+11,NA,39%,83%,90%,90%,90%
4.8245E+11,NA,NA,NA,0%,12%,12%
4.8245E+11,NA,NA,NA,NA,53%,54%
4.8245E+11,NA,NA,NA,15%,24%,28%
4.8245E+11,NA,NA,NA,8%,23%,24%
4.8245E+11,NA,NA,NA,25%,32%,34%
4.8245E+11,NA,NA,18%,90%,87%,89%
4.8245E+11,NA,NA,NA,58%,59%,59%
4.8245E+11,NA,NA,NA,4%,24%,25%
4.8245E+11,NA,NA,NA,NA,NA,NA
4.8245E+11,NA,NA,NA,63%,50%,67%
4.8245E+11,NA,NA,NA,50%,50%,53%
4.8245E+11,NA,NA,NA,NA,100%,100%
4.8245E+11,NA,NA,NA,4%,45%,68%
4.8245E+11,NA,NA,NA,37%,91%,92%
4.8245E+11,NA,NA,NA,25%,51%,50%
4.8245E+11,NA,NA,NA,NA,43%,71%
4.8245E+11,NA,NA,NA,NA,16%,22%
4.8245E+11,NA,NA,NA,NA,27%,62%
4.8245E+11,NA,NA,NA,5%,66%,75%
4.8245E+11,NA,NA,NA,9%,40%,43%
4.8245E+11,NA,NA,NA,NA,55%,74%
4.8245E+11,NA,NA,NA,100%,100%,100%
4.8245E+11,NA,NA,NA,NA,0%,1%
4.8245E+11,NA,NA,NA,4%,34%,38%
4.8245E+11,NA,NA,NA,100%,100%,100%
4.8245E+11,NA,NA,NA,NA,47%,59%
4.8245E+11,NA,NA,NA,NA,21%,31%
4.8245E+11,NA,NA,NA,NA,17%,20%
4.8245E+11,NA,NA,NA,58%,70%,73%
4.8245E+11,NA,NA,NA,NA,NA,100%
4.8245E+11,NA,NA,NA,NA,39%,54%
4.8245E+11,NA,NA,NA,NA,19%,31%
4.8245E+11,NA,NA,NA,NA,NA,88%
4.8245E+11,NA,NA,NA,NA,NA,40%
4.8245E+11,NA,NA,NA,NA,NA,100%
4.8245E+11,NA,NA,NA,NA,100%,100%
4.8245E+11,NA,NA,NA,NA,NA,9%
4.8245E+11,39%,78%,89%,93%,94%,95%
4.8245E+11,NA,NA,NA,NA,NA,100%
4.8245E+11,NA,NA,NA,96%,97%,99%
4.8245E+11,NA,NA,NA,55%,90%,94%
4.8245E+11,21%,91%,98%,99%,99%,99%
4.8245E+11,NA,NA,97%,98%,98%,99%
4.8245E+11,NA,NA,68%,95%,97%,98%
4.8245E+11,NA,NA,NA,100%,100%,100%
4.8245E+11,NA,NA,NA,100%,100%,100%
4.8245E+11,89%,98%,99%,99%,99%,100%
4.8245E+11,NA,NA,NA,92%,94%,98%
4.8245E+11,NA,NA,NA,11%,31%,43%
4.8245E+11,NA,NA,NA,NA,NA,NA
4.8245E+11,NA,NA,NA,73%,68%,73%
4.8245E+11,NA,NA,NA,47%,40%,51%
4.8246E+11,NA,NA,NA,73%,80%,87%
4.8262E+11,100%,100%,100%,100%,100%,100%
4.8273E+11,100%,100%,100%,100%,100%,100%
4.8273E+11,NA,NA,100%,100%,100%,100%
4.83217E+11,100%,100%,100%,100%,100%,100%
4.83217E+11,100%,100%,100%,100%,100%,100%
4.83217E+11,100%,100%,100%,100%,100%,100%
4.83217E+11,100%,100%,100%,100%,100%,100%
4.83217E+11,100%,100%,100%,100%,100%,100%
4.83217E+11,NA,NA,NA,NA,NA,4%
4.83217E+11,NA,NA,NA,NA,42%,53%
4.83217E+11,NA,NA,NA,NA,21%,32%
4.83217E+11,NA,NA,NA,NA,NA,100%
4.83217E+11,100%,100%,100%,100%,100%,100%
4.83217E+11,NA,NA,NA,NA,NA,100%
4.8355E+11,NA,NA,NA,100%,100%,100%
4.8355E+11,NA,NA,NA,50%,50%,50%
4.8355E+11,NA,NA,NA,NA,NA,NA
4.8355E+11,NA,NA,NA,NA,NA,NA
4.8355E+11,NA,NA,NA,NA,NA,NA
4.8355E+11,NA,NA,NA,NA,NA,NA
4.8355E+11,NA,NA,NA,NA,100%,100%
4.8355E+11,NA,NA,NA,NA,NA,NA
4.8355E+11,NA,NA,NA,NA,NA,NA
4.8355E+11,NA,NA,NA,NA,1%,1%
4.8355E+11,NA,NA,NA,NA,NA,89%
4.8355E+11,NA,NA,NA,NA,29%,36%
4.8355E+11,NA,NA,NA,NA,NA,NA
4.8355E+11,NA,NA,NA,NA,NA,NA
4.8355E+11,NA,NA,NA,NA,26%,34%
4.8355E+11,NA,NA,NA,NA,7%,5%
4.8355E+11,NA,91%,97%,98%,99%,99%
4.8355E+11,NA,NA,NA,NA,NA,NA
4.8355E+11,NA,NA,NA,28%,33%,35%
4.8355E+11,NA,NA,NA,2%,25%,37%
4.8355E+11,NA,NA,NA,NA,16%,19%
4.8355E+11,NA,9%,28%,55%,63%,70%
4.8355E+11,NA,NA,NA,25%,81%,84%
4.8355E+11,NA,NA,NA,33%,26%,29%
4.8355E+11,NA,NA,NA,NA,NA,NA
4.8355E+11,NA,NA,NA,3%,21%,29%
4.8355E+11,NA,NA,NA,6%,14%,15%
4.8355E+11,NA,NA,NA,NA,2%,1%
4.8355E+11,NA,NA,95%,99%,98%,98%
4.8355E+11,NA,NA,NA,2%,27%,29%
4.8355E+11,NA,NA,NA,19%,51%,53%
4.8355E+11,NA,NA,NA,32%,47%,53%
4.8355E+11,NA,NA,NA,13%,42%,47%
4.8355E+11,NA,NA,NA,NA,100%,100%
4.8355E+11,99%,98%,99%,100%,100%,100%
4.8355E+11,100%,100%,100%,100%,100%,100%
4.8355E+11,NA,100%,100%,100%,95%,88%
4.8355E+11,NA,NA,37%,61%,55%,51%
4.8355E+11,NA,56%,68%,74%,62%,59%
4.8355E+11,NA,NA,NA,29%,29%,26%
4.8355E+11,NA,NA,NA,NA,1%,4%
4.8355E+11,NA,NA,NA,NA,7%,11%
4.8355E+11,NA,NA,NA,100%,100%,100%
4.8355E+11,NA,NA,4%,59%,67%,70%
4.8355E+11,NA,NA,NA,2%,19%,25%
4.8355E+11,NA,NA,NA,32%,40%,47%
4.8355E+11,NA,NA,67%,77%,80%,83%
4.8355E+11,NA,NA,100%,100%,100%,100%
4.8355E+11,NA,NA,NA,61%,69%,66%
4.8355E+11,NA,NA,NA,NA,NA,100%
4.8361E+11,96%,79%,90%,91%,90%,93%
4.8361E+11,NA,NA,NA,100%,100%,NA
4.8361E+11,NA,NA,NA,NA,NA,NA
4.8361E+11,NA,NA,NA,NA,15%,35%
4.8361E+11,46%,91%,90%,90%,88%,93%
4.8361E+11,100%,100%,100%,98%,98%,99%
4.8361E+11,NA,NA,NA,NA,NA,15%
4.8361E+11,NA,NA,NA,NA,19%,43%
4.8361E+11,46%,NA,NA,NA,26%,35%
4.8361E+11,NA,NA,NA,NA,16%,27%
4.8361E+11,NA,NA,NA,NA,12%,28%
4.8361E+11,NA,70%,42%,65%,92%,95%
4.8361E+11,NA,NA,NA,NA,100%,100%
4.8361E+11,NA,NA,8%,5%,21%,41%
4.8361E+11,NA,NA,NA,NA,7%,20%
4.8361E+11,NA,NA,NA,NA,100%,56%
4.8361E+11,NA,NA,NA,NA,33%,50%
4.8361E+11,NA,NA,NA,NA,14%,40%
4.8361E+11,100%,100%,100%,100%,99%,99%
4.8361E+11,100%,100%,100%,100%,100%,100%
4.8361E+11,NA,NA,NA,NA,100%,100%
4.8361E+11,NA,NA,NA,NA,18%,21%
4.8361E+11,NA,NA,NA,NA,52%,63%
4.8361E+11,NA,NA,NA,NA,NA,28%
4.8361E+11,NA,NA,NA,100%,100%,100%
4.8361E+11,NA,NA,NA,84%,90%,91%
4.8361E+11,NA,NA,NA,NA,100%,100%
4.8361E+11,1%,97%,99%,99%,99%,100%
4.8361E+11,NA,NA,NA,NA,15%,39%
4.8361E+11,85%,91%,96%,97%,96%,97%
4.8361E+11,NA,NA,NA,100%,100%,100%
4.8361E+11,NA,NA,NA,NA,NA,100%
4.8361E+11,NA,NA,NA,65%,83%,86%
4.8361E+11,89%,98%,99%,99%,99%,99%
4.8361E+11,NA,NA,28%,39%,58%,65%
4.8361E+11,NA,NA,NA,NA,62%,73%
4.8361E+11,NA,41%,81%,94%,95%,96%
4.8361E+11,NA,34%,60%,76%,75%,82%
4.8361E+11,NA,NA,NA,NA,20%,31%
4.8361E+11,NA,NA,NA,NA,100%,71%
4.8361E+11,NA,NA,84%,89%,90%,92%
4.8361E+11,NA,NA,NA,NA,31%,56%
4.8361E+11,69%,70%,86%,91%,93%,94%
4.8361E+11,NA,NA,NA,NA,21%,35%
4.8361E+11,26%,NA,NA,NA,21%,40%
4.8361E+11,NA,NA,NA,NA,28%,40%
4.8361E+11,NA,NA,NA,NA,29%,42%
4.8392E+11,94%,96%,98%,99%,99%,99%
4.8392E+11,98%,99%,100%,100%,100%,100%
4.8409E+11,NA,NA,100%,100%,100%,100%
4.8409E+11,NA,NA,NA,22%,27%,30%
4.8409E+11,NA,NA,NA,100%,100%,100%
4.8409E+11,NA,NA,NA,100%,100%,100%
4.8409E+11,NA,NA,NA,NA,NA,100%
4.8409E+11,NA,NA,60%,84%,87%,91%
4.8409E+11,82%,68%,83%,86%,84%,86%
4.8409E+11,NA,NA,NA,NA,NA,100%
4.8409E+11,NA,NA,100%,100%,100%,100%
4.8409E+11,NA,NA,11%,18%,22%,24%
4.8409E+11,NA,NA,NA,1%,1%,1%
4.8409E+11,NA,NA,NA,3%,2%,2%
4.8409E+11,31%,45%,95%,97%,96%,97%
4.8409E+11,67%,89%,91%,94%,95%,96%
4.8409E+11,58%,74%,97%,98%,98%,99%
4.8409E+11,NA,NA,100%,100%,100%,100%
4.8469E+11,100%,98%,97%,98%,98%,99%
4.8469E+11,NA,95%,99%,100%,99%,100%
4.8469E+11,NA,100%,100%,100%,100%,100%
4.8469E+11,NA,NA,92%,95%,96%,97%
4.8469E+11,NA,NA,NA,NA,NA,100%
4.849E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,NA,NA,NA,NA,NA,NA
5.10011E+11,NA,59%,83%,84%,82%,83%
5.10011E+11,NA,NA,NA,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,NA,NA,NA,NA,100%,100%
5.10011E+11,NA,NA,NA,NA,NA,NA
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,NA,NA,NA,40%,72%,72%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,NA,100%,100%,100%,100%,100%
5.10011E+11,NA,NA,NA,NA,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.10011E+11,100%,100%,100%,100%,100%,100%
5.1002E+11,82%,99%,99%,99%,99%,99%
5.1002E+11,100%,100%,100%,100%,100%,100%
5.10131E+11,NA,NA,NA,NA,NA,NA
5.10131E+11,NA,NA,NA,NA,NA,NA
5.1014E+11,NA,NA,NA,NA,NA,NA
5.1014E+11,NA,NA,NA,NA,NA,86%
5.1033E+11,100%,100%,100%,100%,100%,100%
5.1033E+11,100%,100%,100%,100%,100%,100%
5.10366E+11,100%,100%,100%,100%,100%,100%
5.10366E+11,100%,100%,100%,100%,100%,100%
5.10366E+11,100%,100%,100%,100%,100%,100%
5.10366E+11,100%,100%,100%,100%,100%,100%
5.10366E+11,100%,100%,100%,100%,100%,100%
5.10411E+11,NA,NA,NA,NA,NA,9%
5.10411E+11,NA,14%,43%,44%,49%,56%
5.10411E+11,61%,NA,NA,6%,7%,19%
5.10411E+11,NA,NA,NA,NA,13%,20%
5.10411E+11,NA,NA,NA,NA,NA,NA
5.10411E+11,100%,NA,3%,32%,32%,32%
5.10411E+11,NA,NA,NA,NA,NA,NA
5.10411E+11,NA,NA,NA,9%,22%,26%
5.10411E+11,NA,NA,NA,NA,14%,32%
5.1058E+11,100%,100%,100%,100%,100%,100%
5.1058E+11,100%,100%,100%,100%,100%,100%
5.1058E+11,100%,100%,100%,100%,100%,100%
5.1058E+11,100%,100%,100%,100%,100%,100%
5.1058E+11,100%,100%,100%,100%,100%,100%
5.1058E+11,100%,100%,100%,100%,100%,100%
5.1058E+11,100%,100%,100%,100%,100%,100%
5.1058E+11,100%,100%,100%,100%,100%,100%
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,45%
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,100%,100%,100%,100%,100%,100%
5.10594E+11,NA,100%,100%,100%,100%,100%
5.10594E+11,NA,NA,NA,NA,31%,57%
5.10594E+11,NA,NA,NA,NA,8%,30%
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,NA,100%
5.10594E+11,NA,NA,NA,NA,NA,NA
5.10594E+11,NA,NA,NA,NA,100%,100%
5.10731E+11,100%,100%,100%,100%,100%,100%
5.10731E+11,100%,100%,100%,100%,100%,100%
5.10731E+11,100%,100%,100%,100%,100%,100%
5.10731E+11,NA,100%,100%,100%,100%,100%
5.10731E+11,100%,100%,100%,100%,100%,100%
5.10731E+11,NA,NA,100%,100%,100%,100%
5.10731E+11,NA,NA,100%,100%,100%,100%
5.10731E+11,NA,100%,100%,100%,100%,100%
5.10731E+11,100%,100%,100%,100%,100%,100%
5.10731E+11,100%,100%,100%,100%,100%,100%
5.10731E+11,NA,NA,NA,NA,9%,15%
5.10731E+11,NA,NA,NA,NA,NA,2%
5.10731E+11,NA,NA,NA,NA,NA,NA
5.10731E+11,100%,100%,100%,100%,100%,100%
5.10731E+11,NA,NA,96%,88%,87%,85%
5.10731E+11,NA,NA,100%,100%,100%,100%
5.10731E+11,100%,100%,100%,100%,100%,100%
5.10731E+11,100%,98%,99%,99%,99%,100%
5.10731E+11,100%,100%,100%,100%,100%,100%
5.10731E+11,100%,100%,100%,100%,100%,100%
5.10731E+11,NA,NA,NA,NA,NA,9%
5.10731E+11,100%,98%,99%,100%,100%,100%
5.10872E+11,100%,100%,100%,100%,100%,100%
5.10872E+11,93%,93%,93%,95%,95%,96%
5.10872E+11,100%,100%,100%,99%,98%,99%
5.10933E+11,100%,100%,100%,100%,100%,100%
5.10933E+11,100%,100%,100%,100%,100%,100%
5.10933E+11,100%,100%,100%,100%,100%,100%
5.10933E+11,92%,50%,77%,87%,95%,97%
5.10933E+11,93%,41%,72%,88%,94%,95%
5.10933E+11,89%,NA,24%,4%,44%,44%
5.10933E+11,100%,100%,97%,89%,80%,82%
5.10933E+11,60%,83%,86%,88%,91%,91%
5.10933E+11,100%,100%,100%,100%,100%,100%
5.10933E+11,100%,100%,100%,99%,93%,96%
5.10933E+11,100%,100%,100%,100%,100%,100%
5.10933E+11,95%,93%,91%,91%,95%,98%
5.10933E+11,NA,100%,100%,100%,100%,100%
5.10933E+11,NA,100%,100%,100%,100%,100%
5.10933E+11,NA,100%,96%,96%,95%,98%
5.10933E+11,100%,100%,100%,100%,100%,100%
5.10933E+11,100%,100%,100%,100%,100%,100%
5.10933E+11,100%,100%,100%,100%,100%,100%
5.10951E+11,NA,NA,NA,NA,11%,13%
5.10951E+11,NA,NA,NA,NA,NA,34%
5.10951E+11,NA,9%,NA,NA,25%,43%
5.10951E+11,100%,100%,100%,100%,100%,100%
5.10951E+11,100%,55%,69%,81%,86%,88%
5.10951E+11,100%,100%,100%,100%,100%,100%
5.10951E+11,100%,100%,10%,54%,81%,83%
5.10951E+11,100%,100%,100%,100%,100%,100%
5.10951E+11,87%,94%,99%,99%,99%,99%
5.10951E+11,97%,37%,72%,73%,74%,75%
5.10951E+11,NA,NA,NA,NA,48%,64%
5.10951E+11,100%,100%,100%,100%,100%,100%
5.10951E+11,100%,100%,100%,100%,100%,100%
5.10951E+11,NA,NA,100%,100%,100%,100%
5.10951E+11,100%,100%,100%,100%,100%,100%
5.1098E+11,NA,100%,100%,100%,100%,100%
5.1098E+11,100%,100%,100%,100%,100%,100%
5.1098E+11,100%,100%,100%,100%,100%,100%
5.1098E+11,100%,100%,100%,100%,100%,100%
5.1098E+11,100%,100%,100%,100%,100%,100%
5.1099E+11,100%,100%,100%,100%,100%,100%
5.1099E+11,100%,100%,100%,100%,100%,100%
5.1099E+11,100%,100%,100%,100%,100%,100%
5.1099E+11,100%,100%,100%,100%,100%,100%
5.1099E+11,NA,NA,NA,NA,100%,100%
5.1099E+11,100%,100%,100%,100%,100%,100%
5.1099E+11,100%,100%,100%,100%,100%,100%
5.1099E+11,100%,100%,100%,100%,100%,100%
5.1099E+11,100%,100%,100%,100%,100%,100%
5.1102E+11,NA,100%,100%,100%,100%,100%
5.1102E+11,100%,100%,100%,100%,100%,100%
5.1102E+11,100%,100%,100%,100%,100%,100%
5.1102E+11,100%,100%,100%,100%,100%,100%
5.1102E+11,100%,100%,100%,100%,100%,100%
5.1102E+11,100%,100%,100%,100%,100%,100%
5.1103E+11,100%,100%,100%,100%,100%,100%
5.1103E+11,NA,100%,100%,100%,100%,100%
5.1103E+11,100%,100%,100%,100%,100%,100%
5.1103E+11,100%,100%,100%,100%,100%,100%
5.1103E+11,100%,100%,100%,100%,100%,100%
5.1103E+11,100%,100%,100%,100%,100%,100%
5.1103E+11,100%,100%,100%,100%,100%,100%
5.1103E+11,100%,100%,100%,100%,100%,100%
5.1103E+11,NA,100%,100%,100%,100%,100%
5.1103E+11,93%,58%,73%,81%,88%,87%
5.1103E+11,100%,100%,100%,100%,100%,100%
5.1116E+11,NA,NA,34%,53%,63%,65%
5.1116E+11,100%,100%,100%,100%,100%,100%
5.1116E+11,100%,100%,100%,100%,100%,100%
5.1116E+11,100%,100%,100%,100%,100%,100%
5.1116E+11,100%,100%,100%,100%,100%,100%
5.1116E+11,100%,100%,100%,100%,100%,100%
5.1116E+11,100%,100%,100%,100%,100%,100%
5.112E+11,100%,100%,100%,100%,100%,100%
5.112E+11,100%,100%,100%,100%,100%,100%
5.112E+11,100%,100%,100%,100%,100%,100%
5.112E+11,NA,100%,100%,100%,100%,100%
5.112E+11,100%,100%,100%,100%,100%,100%
5.112E+11,100%,100%,100%,100%,100%,100%
5.112E+11,100%,100%,100%,100%,100%,100%
5.112E+11,100%,100%,100%,100%,100%,100%
5.112E+11,100%,100%,100%,100%,100%,100%
5.112E+11,100%,100%,100%,100%,100%,100%
5.112E+11,NA,NA,29%,53%,72%,76%
5.11277E+11,100%,100%,100%,100%,100%,100%
5.11277E+11,100%,100%,100%,100%,100%,100%
5.11277E+11,100%,100%,100%,100%,100%,100%
5.11277E+11,100%,100%,100%,100%,100%,100%
5.11277E+11,100%,100%,100%,100%,100%,100%
5.11277E+11,100%,100%,100%,100%,100%,100%
5.11277E+11,100%,100%,100%,100%,100%,100%
5.11319E+11,100%,100%,100%,100%,100%,100%
5.11319E+11,100%,100%,100%,100%,100%,100%
5.11319E+11,100%,100%,100%,100%,100%,100%
5.11319E+11,100%,100%,100%,100%,100%,100%
5.11319E+11,100%,100%,100%,100%,100%,100%
5.11319E+11,100%,100%,100%,100%,100%,100%
5.11319E+11,100%,100%,100%,100%,100%,100%
5.11319E+11,100%,100%,100%,100%,100%,100%
5.11319E+11,100%,100%,100%,100%,100%,100%
5.11319E+11,98%,91%,93%,96%,98%,98%
5.11319E+11,100%,100%,100%,100%,100%,100%
5.11319E+11,100%,100%,100%,100%,100%,100%
5.1133E+11,100%,100%,100%,100%,100%,100%
5.1133E+11,100%,100%,100%,100%,100%,100%
5.1133E+11,NA,NA,100%,100%,100%,100%
5.1133E+11,100%,100%,100%,100%,100%,100%
5.1133E+11,100%,100%,100%,100%,100%,100%
5.1133E+11,NA,NA,NA,100%,100%,100%
5.1133E+11,100%,100%,100%,100%,100%,100%
5.1133E+11,95%,99%,99%,99%,99%,100%
5.1133E+11,NA,60%,83%,91%,96%,96%
5.1133E+11,100%,100%,100%,100%,100%,100%
5.1133E+11,100%,100%,100%,100%,100%,100%
5.1133E+11,100%,100%,100%,100%,100%,100%
5.11499E+11,100%,100%,100%,96%,97%,96%
5.11499E+11,100%,100%,100%,100%,100%,100%
5.11499E+11,100%,100%,100%,100%,100%,100%
5.11499E+11,100%,100%,100%,100%,100%,100%
5.11499E+11,100%,100%,100%,100%,100%,100%
5.11499E+11,100%,100%,100%,100%,100%,100%
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,NA,5%
5.11539E+11,NA,NA,NA,100%,100%,100%
5.11539E+11,NA,NA,NA,31%,42%,50%
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,NA,NA,NA,40%,40%
5.11539E+11,NA,NA,NA,NA,NA,NA
5.11539E+11,NA,100%,100%,100%,100%,100%
5.11539E+11,NA,NA,NA,56%,47%,61%
5.11539E+11,NA,NA,NA,NA,0%,21%
5.1159E+11,100%,100%,100%,100%,100%,100%
5.1159E+11,100%,100%,100%,100%,100%,100%
5.1159E+11,100%,100%,100%,100%,100%,100%
5.1159E+11,100%,100%,100%,100%,100%,100%
5.1159E+11,100%,100%,100%,100%,100%,100%
5.1179E+11,100%,68%,6%,11%,16%,17%
5.1179E+11,100%,84%,31%,10%,6%,6%
5.1179E+11,NA,NA,NA,4%,43%,49%
5.1179E+11,100%,100%,100%,71%,50%,50%
5.1179E+11,NA,NA,NA,3%,13%,12%
5.1179E+11,100%,100%,100%,100%,100%,100%
5.1179E+11,NA,100%,100%,100%,100%,100%
5.1179E+11,100%,100%,100%,100%,100%,100%
5.1179E+11,NA,78%,60%,38%,36%,37%
5.1179E+11,100%,100%,100%,100%,100%,100%
5.1179E+11,NA,NA,NA,14%,26%,23%
5.1179E+11,NA,NA,39%,53%,45%,41%
5.1179E+11,100%,100%,82%,49%,26%,22%
5.1179E+11,41%,79%,90%,92%,95%,95%
5.1179E+11,100%,100%,100%,100%,100%,100%
5.11819E+11,100%,100%,100%,100%,100%,100%
5.11819E+11,100%,100%,100%,100%,100%,100%
5.11819E+11,100%,100%,100%,100%,100%,100%
5.11819E+11,100%,100%,100%,100%,100%,100%
5.11819E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,NA,NA,100%,100%,100%,100%
5.1193E+11,100%,100%,100%,100%,100%,100%
5.1193E+11,NA,NA,NA,NA,100%,92%
5.1193E+11,NA,NA,NA,NA,NA,NA
