Census Block,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
3.60831E+11,0%,2%,9%,23%,53%,59%
3.60831E+11,0%,1%,5%,11%,23%,28%
3.60831E+11,0%,0%,1%,2%,2%,2%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,0%,5%
3.6085E+11,0%,0%,0%,0%,0%,1%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,0%,1%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,2%,24%,29%
3.6085E+11,0%,0%,0%,1%,11%,19%
3.6085E+11,0%,0%,0%,0%,14%,29%
3.6085E+11,0%,0%,0%,0%,15%,20%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,1%,8%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,3%,34%,40%
3.6085E+11,0%,0%,0%,1%,8%,11%
3.6085E+11,0%,0%,0%,0%,18%,29%
3.6085E+11,0%,0%,0%,1%,51%,72%
3.6085E+11,0%,0%,0%,1%,35%,46%
3.6085E+11,0%,0%,0%,0%,18%,27%
3.6085E+11,0%,0%,0%,0%,0%,1%
3.6085E+11,0%,0%,0%,0%,1%,9%
3.6085E+11,0%,0%,0%,0%,18%,30%
3.6085E+11,0%,0%,0%,1%,35%,45%
3.6085E+11,0%,0%,0%,0%,12%,23%
3.6085E+11,0%,0%,0%,0%,8%,13%
3.6085E+11,0%,0%,0%,1%,27%,41%
3.6085E+11,0%,0%,0%,0%,3%,7%
3.6085E+11,0%,0%,0%,1%,13%,29%
3.6085E+11,0%,0%,0%,0%,0%,1%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,22%,50%
3.6085E+11,0%,0%,0%,0%,3%,18%
3.6085E+11,0%,2%,6%,13%,22%,29%
3.6085E+11,0%,0%,0%,0%,0%,3%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,0%,1%
3.6085E+11,0%,0%,0%,0%,0%,7%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,6%,15%
3.6085E+11,0%,0%,0%,0%,0%,4%
3.6085E+11,0%,0%,0%,0%,3%,8%
3.6085E+11,0%,0%,0%,0%,7%,13%
3.6085E+11,0%,0%,0%,0%,0%,2%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,0%,4%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,7%,11%
3.6085E+11,0%,0%,0%,0%,2%,7%
3.6085E+11,0%,4%,6%,10%,15%,22%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,5%,8%
3.6085E+11,0%,0%,0%,0%,2%,4%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,12%,24%
3.6085E+11,0%,0%,0%,0%,0%,6%
3.6085E+11,0%,0%,0%,0%,8%,15%
3.6085E+11,0%,0%,0%,1%,12%,22%
3.6085E+11,0%,0%,0%,0%,6%,16%
3.6085E+11,0%,0%,0%,0%,6%,17%
3.6085E+11,0%,0%,0%,0%,12%,23%
3.6085E+11,0%,0%,0%,0%,25%,48%
3.6085E+11,0%,0%,0%,0%,0%,0%
3.6085E+11,0%,0%,0%,0%,6%,18%
3.6085E+11,0%,0%,0%,0%,4%,13%
3.6085E+11,0%,0%,0%,0%,5%,12%
3.6087E+11,0%,0%,0%,0%,0%,5%
3.6087E+11,0%,4%,7%,10%,15%,22%
3.6087E+11,0%,0%,0%,0%,1%,3%
3.6087E+11,0%,0%,0%,0%,0%,3%
3.6087E+11,0%,0%,0%,0%,0%,5%
3.6087E+11,0%,0%,0%,0%,3%,5%
3.6087E+11,0%,0%,0%,0%,1%,5%
3.6087E+11,0%,0%,0%,0%,0%,2%
3.6087E+11,0%,0%,0%,0%,0%,0%
3.6087E+11,0%,0%,0%,0%,0%,0%
3.6087E+11,0%,0%,0%,0%,0%,0%
3.6087E+11,0%,0%,0%,0%,0%,1%
3.6087E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,3%
3.61031E+11,0%,0%,0%,0%,0%,2%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,4%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,4%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,4%
3.61031E+11,0%,0%,0%,0%,0%,3%
3.61031E+11,0%,0%,0%,0%,0%,4%
3.61031E+11,0%,0%,0%,0%,0%,6%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,4%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,8%
3.61031E+11,0%,0%,0%,0%,0%,6%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,10%
3.61031E+11,0%,0%,0%,0%,0%,6%
3.61031E+11,0%,0%,1%,1%,2%,2%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,1%,2%,3%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,1%,2%,2%,4%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,2%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,1%,1%,5%,9%
3.61031E+11,0%,0%,0%,0%,0%,2%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,7%
3.61031E+11,0%,0%,0%,0%,0%,9%
3.61031E+11,0%,0%,0%,0%,0%,9%
3.61031E+11,0%,0%,0%,0%,0%,4%
3.61031E+11,0%,0%,0%,0%,0%,2%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,2%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,3%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,3%
3.61031E+11,0%,0%,0%,0%,0%,2%
3.61031E+11,0%,0%,0%,0%,0%,3%
3.61031E+11,0%,0%,0%,0%,0%,5%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,5%
3.61031E+11,0%,0%,0%,0%,0%,3%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,4%
3.61031E+11,0%,0%,0%,0%,0%,1%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61031E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,9%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,2%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,2%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,3%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,1%,1%,3%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,4%,7%,10%,8%,10%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,9%,22%,26%,35%
3.61032E+11,0%,1%,1%,4%,12%,16%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,2%,6%,9%
3.61032E+11,0%,0%,0%,0%,1%,2%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,2%,4%,7%,15%,21%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,1%,2%
3.61032E+11,0%,0%,0%,0%,2%,4%
3.61032E+11,0%,0%,0%,0%,9%,17%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,1%,3%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,1%,1%,3%,5%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,7%,14%,21%,26%,29%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,1%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,1%,2%,2%
3.61032E+11,0%,0%,0%,0%,0%,2%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,0%,0%
3.61032E+11,0%,0%,0%,0%,1%,1%
3.6112E+11,0%,2%,4%,7%,11%,13%
3.6112E+11,0%,0%,0%,0%,1%,2%
3.6112E+11,0%,0%,0%,0%,4%,9%
3.6112E+11,0%,0%,0%,6%,19%,23%
3.6112E+11,0%,0%,0%,0%,2%,5%
3.6112E+11,0%,0%,0%,0%,1%,6%
3.6112E+11,0%,0%,0%,0%,2%,4%
3.6112E+11,0%,0%,0%,0%,0%,2%
3.6112E+11,0%,0%,0%,0%,0%,0%
3.6112E+11,0%,0%,0%,0%,4%,4%
3.6112E+11,0%,0%,0%,0%,0%,0%
3.6112E+11,1%,9%,12%,17%,28%,36%
3.6112E+11,2%,14%,24%,28%,28%,33%
3.6112E+11,0%,0%,0%,0%,9%,17%
3.6112E+11,1%,15%,25%,40%,56%,56%
3.6112E+11,0%,2%,9%,12%,23%,32%
3.6112E+11,0%,4%,20%,29%,56%,61%
3.6112E+11,0%,0%,1%,3%,6%,10%
3.6112E+11,0%,0%,22%,46%,42%,45%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,1%,3%
3.6119E+11,0%,0%,0%,0%,12%,38%
3.6119E+11,0%,0%,0%,0%,14%,31%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,5%,21%,30%
3.6119E+11,0%,0%,0%,0%,0%,2%
3.6119E+11,0%,0%,0%,0%,27%,47%
3.6119E+11,0%,0%,0%,0%,5%,11%
3.6119E+11,0%,0%,0%,0%,1%,9%
3.6119E+11,0%,0%,0%,0%,4%,10%
3.6119E+11,0%,0%,0%,0%,2%,9%
3.6119E+11,0%,0%,0%,0%,4%,18%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,2%,7%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,0%,3%
3.6119E+11,0%,0%,0%,0%,5%,19%
3.6119E+11,0%,0%,0%,0%,0%,5%
3.6119E+11,0%,0%,0%,0%,2%,7%
3.6119E+11,0%,0%,0%,2%,4%,5%
3.6119E+11,0%,0%,1%,1%,1%,5%
3.6119E+11,0%,1%,3%,5%,14%,20%
3.6119E+11,0%,1%,2%,2%,4%,6%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,6%,12%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,0%,7%
3.6119E+11,0%,0%,0%,0%,1%,5%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,2%,7%
3.6119E+11,0%,0%,0%,0%,9%,15%
3.6119E+11,0%,0%,0%,0%,2%,6%
3.6119E+11,0%,0%,0%,0%,6%,16%
3.6119E+11,0%,0%,0%,0%,0%,3%
3.6119E+11,0%,0%,0%,0%,6%,10%
3.6119E+11,0%,0%,0%,0%,0%,0%
3.6119E+11,0%,0%,0%,0%,2%,10%
3.6119E+11,0%,12%,30%,34%,51%,57%
3.6119E+11,0%,4%,10%,14%,18%,22%
3.6119E+11,0%,0%,3%,4%,3%,6%
3.6119E+11,0%,0%,6%,11%,16%,24%
3.6119E+11,0%,0%,1%,5%,9%,12%
3.6119E+11,0%,1%,9%,15%,26%,31%
3.6119E+11,0%,0%,0%,1%,17%,29%
3.6119E+11,1%,9%,14%,23%,32%,32%
3.6119E+11,0%,2%,4%,6%,13%,18%
3.6119E+11,0%,0%,0%,0%,1%,5%
3.612E+11,0%,0%,0%,0%,0%,0%
3.612E+11,0%,0%,2%,55%,100%,100%
3.70139E+11,1%,4%,9%,19%,20%,32%
3.70139E+11,9%,15%,20%,31%,55%,69%
3.70139E+11,38%,60%,68%,74%,80%,82%
3.70139E+11,8%,14%,19%,25%,23%,35%
3.70139E+11,14%,40%,46%,46%,46%,46%
3.70139E+11,27%,82%,95%,96%,99%,96%
3.70139E+11,0%,0%,0%,0%,0%,5%
3.70139E+11,4%,10%,14%,18%,19%,30%
3.70139E+11,12%,14%,15%,21%,15%,23%
3.70139E+11,4%,7%,6%,10%,16%,25%
3.70139E+11,0%,0%,6%,22%,51%,64%
3.70139E+11,0%,1%,9%,29%,52%,66%
3.70139E+11,0%,0%,0%,0%,2%,8%
3.70139E+11,0%,0%,2%,6%,8%,13%
3.70139E+11,0%,0%,3%,14%,40%,47%
3.70139E+11,0%,0%,2%,12%,15%,20%
3.70139E+11,4%,16%,28%,41%,55%,65%
3.70139E+11,12%,12%,5%,7%,3%,7%
3.70139E+11,6%,25%,31%,37%,30%,36%
3.70139E+11,7%,17%,13%,14%,7%,14%
3.70139E+11,2%,5%,9%,15%,12%,21%
3.70139E+11,0%,1%,3%,8%,2%,8%
3.70139E+11,9%,15%,18%,25%,20%,29%
3.70139E+11,17%,35%,55%,71%,90%,94%
3.70139E+11,4%,7%,10%,17%,26%,35%
3.70139E+11,17%,32%,41%,49%,52%,60%
3.70139E+11,2%,5%,9%,19%,29%,41%
3.70139E+11,7%,13%,18%,26%,43%,55%
3.70139E+11,11%,17%,22%,30%,27%,37%
3.70139E+11,7%,17%,21%,30%,37%,48%
3.70139E+11,4%,8%,13%,21%,33%,48%
3.70139E+11,33%,58%,75%,81%,82%,84%
3.70139E+11,6%,10%,12%,20%,18%,31%
3.70139E+11,0%,3%,13%,22%,12%,19%
3.7016E+11,8%,15%,18%,22%,29%,32%
3.7016E+11,0%,0%,0%,0%,1%,3%
3.7016E+11,5%,10%,12%,17%,18%,24%
3.7016E+11,0%,0%,2%,6%,10%,17%
3.7016E+11,4%,6%,9%,13%,14%,20%
3.7016E+11,0%,0%,1%,4%,6%,10%
3.7016E+11,8%,14%,21%,28%,30%,37%
3.7016E+11,3%,10%,17%,22%,29%,37%
3.7016E+11,0%,0%,0%,0%,1%,4%
3.7016E+11,3%,7%,9%,11%,11%,15%
3.7016E+11,7%,14%,19%,24%,24%,31%
3.7019E+11,8%,14%,18%,22%,20%,26%
3.7019E+11,0%,1%,3%,7%,8%,13%
3.7019E+11,0%,0%,0%,2%,4%,9%
3.7019E+11,0%,0%,3%,7%,7%,13%
3.7019E+11,0%,0%,0%,1%,3%,7%
3.7019E+11,3%,10%,14%,20%,16%,22%
3.7019E+11,1%,3%,6%,8%,7%,12%
3.7019E+11,0%,0%,3%,12%,7%,14%
3.7019E+11,2%,10%,17%,25%,29%,37%
3.7019E+11,4%,9%,13%,18%,20%,27%
3.7019E+11,4%,7%,11%,18%,22%,29%
3.7019E+11,5%,8%,11%,14%,15%,20%
3.7019E+11,0%,0%,0%,0%,1%,3%
3.7019E+11,0%,0%,0%,0%,2%,7%
3.7019E+11,2%,9%,16%,25%,26%,32%
3.7019E+11,3%,7%,10%,15%,19%,24%
3.7019E+11,2%,4%,9%,14%,18%,24%
3.7019E+11,0%,1%,5%,9%,14%,20%
3.7019E+11,2%,8%,14%,20%,23%,29%
3.7019E+11,0%,1%,3%,8%,8%,10%
3.7019E+11,2%,6%,9%,13%,15%,22%
3.7019E+11,0%,0%,7%,12%,10%,14%
3.7019E+11,0%,1%,3%,7%,17%,20%
3.7019E+11,0%,0%,4%,8%,11%,16%
3.7019E+11,0%,1%,5%,9%,10%,10%
3.7019E+11,0%,0%,2%,3%,5%,9%
3.7019E+11,0%,1%,7%,13%,19%,22%
3.7019E+11,0%,2%,10%,16%,20%,23%
3.7019E+11,0%,1%,8%,10%,11%,17%
3.7019E+11,0%,1%,3%,5%,14%,19%
3.7019E+11,0%,1%,7%,15%,21%,25%
3.7019E+11,0%,0%,5%,11%,11%,15%
3.7019E+11,0%,1%,9%,22%,40%,46%
3.7019E+11,0%,1%,16%,37%,63%,66%
3.7019E+11,0%,2%,10%,13%,17%,18%
3.7019E+11,0%,1%,10%,19%,33%,40%
3.7019E+11,0%,0%,2%,8%,12%,17%
3.7019E+11,0%,3%,12%,17%,25%,31%
3.7019E+11,0%,0%,0%,0%,0%,1%
3.7019E+11,5%,11%,15%,18%,23%,31%
3.7019E+11,4%,8%,9%,12%,16%,26%
3.7019E+11,3%,4%,7%,10%,10%,15%
3.7019E+11,2%,4%,5%,10%,13%,24%
3.7019E+11,0%,0%,5%,11%,16%,23%
3.7019E+11,0%,0%,1%,5%,8%,13%
3.7019E+11,1%,10%,13%,14%,11%,16%
3.7019E+11,3%,5%,10%,12%,12%,16%
3.7019E+11,4%,8%,14%,21%,25%,32%
3.7019E+11,0%,1%,4%,7%,10%,14%
