Census Block,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,20%,51%
2.2071E+11,0%,0%,0%,0%,34%,81%
2.2071E+11,0%,0%,0%,0%,27%,63%
2.2071E+11,0%,0%,0%,0%,7%,16%
2.2071E+11,0%,0%,0%,0%,19%,44%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,7%,16%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,20%,48%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,8%,19%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,4%,15%
2.2071E+11,0%,0%,0%,0%,12%,36%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,33%,78%
2.2071E+11,0%,0%,0%,0%,27%,65%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,20%,48%
2.2071E+11,0%,0%,0%,0%,7%,16%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,16%,48%
2.2071E+11,0%,0%,0%,0%,25%,64%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,8%,55%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,27%,65%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,14%,32%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,18%,62%
2.2071E+11,0%,0%,0%,0%,0%,4%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,33%,79%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,18%,42%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,7%,28%
2.2071E+11,0%,0%,0%,0%,1%,9%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,0%,8%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,27%,65%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,36%,86%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,22%,56%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,10%,24%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,20%,48%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,2%,6%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,11%,32%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,5%,12%
2.2071E+11,0%,0%,0%,0%,20%,48%
2.2071E+11,0%,0%,0%,0%,27%,65%
2.2071E+11,0%,0%,0%,0%,27%,63%
2.2071E+11,0%,0%,0%,0%,8%,19%
2.2071E+11,0%,0%,0%,0%,33%,78%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,20%,48%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,3%,4%,4%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,1%,4%,4%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,7%,20%,24%
2.2071E+11,0%,0%,0%,1%,6%,6%
2.2071E+11,0%,0%,0%,0%,6%,22%
2.2071E+11,0%,0%,0%,0%,29%,69%
2.2071E+11,0%,0%,0%,0%,26%,63%
2.2071E+11,0%,0%,0%,0%,19%,48%
2.2071E+11,0%,0%,0%,0%,12%,37%
2.2071E+11,0%,0%,0%,0%,35%,86%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,2%,12%,21%,22%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,25%,58%
2.2071E+11,0%,0%,0%,0%,23%,54%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,5%,22%
2.2071E+11,0%,0%,0%,0%,27%,81%
2.2071E+11,0%,0%,0%,0%,3%,9%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2071E+11,0%,0%,0%,0%,1%,19%
2.2071E+11,0%,0%,0%,0%,41%,97%
2.2071E+11,0%,0%,0%,0%,0%,0%
2.2072E+11,0%,0%,0%,0%,0%,0%
2.2072E+11,1%,9%,21%,28%,35%,37%
2.20751E+11,14%,28%,34%,42%,45%,45%
2.20751E+11,10%,22%,30%,36%,42%,45%
2.20751E+11,3%,6%,8%,10%,12%,13%
2.20751E+11,0%,0%,0%,0%,0%,0%
2.20751E+11,0%,0%,0%,0%,0%,0%
2.20751E+11,0%,0%,1%,3%,10%,9%
2.20751E+11,0%,0%,1%,5%,29%,39%
2.20751E+11,1%,20%,20%,20%,20%,20%
2.20751E+11,0%,0%,9%,21%,35%,43%
2.20751E+11,5%,12%,17%,21%,24%,26%
2.20751E+11,7%,13%,16%,18%,19%,20%
2.20751E+11,3%,17%,29%,37%,44%,47%
2.20751E+11,2%,7%,10%,12%,15%,15%
2.20751E+11,6%,16%,23%,28%,29%,29%
2.20751E+11,3%,11%,14%,17%,17%,17%
2.20751E+11,8%,11%,15%,18%,18%,18%
2.20751E+11,8%,15%,18%,19%,19%,19%
2.20751E+11,5%,13%,13%,13%,13%,13%
2.20751E+11,0%,5%,8%,9%,9%,9%
2.20751E+11,0%,3%,3%,3%,3%,3%
2.20751E+11,4%,7%,8%,8%,8%,8%
2.20751E+11,7%,14%,17%,18%,18%,18%
2.20751E+11,2%,10%,15%,15%,15%,15%
2.2087E+11,0%,8%,22%,33%,43%,47%
2.2087E+11,0%,0%,0%,1%,4%,4%
2.2087E+11,0%,0%,0%,10%,17%,16%
2.2087E+11,0%,0%,4%,11%,17%,15%
2.2087E+11,0%,12%,33%,39%,42%,42%
2.2087E+11,0%,22%,50%,58%,59%,59%
2.2087E+11,0%,10%,23%,30%,34%,35%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,1%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,2%
2.2087E+11,0%,0%,0%,0%,0%,1%
2.2087E+11,0%,1%,2%,2%,3%,5%
2.2087E+11,0%,0%,0%,3%,5%,7%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,3%
2.2087E+11,0%,0%,0%,1%,2%,4%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.2087E+11,0%,0%,0%,0%,0%,0%
2.20891E+11,3%,9%,12%,16%,22%,30%
2.20891E+11,0%,0%,9%,28%,44%,55%
2.20891E+11,13%,46%,58%,64%,66%,71%
2.20891E+11,0%,0%,6%,18%,29%,36%
2.20891E+11,2%,8%,17%,25%,35%,47%
2.20891E+11,0%,0%,0%,0%,0%,0%
2.20891E+11,0%,0%,1%,3%,3%,3%
2.20891E+11,1%,5%,8%,13%,13%,13%
2.20891E+11,0%,0%,3%,20%,34%,36%
2.20891E+11,0%,0%,3%,17%,31%,36%
2.20891E+11,0%,0%,3%,22%,38%,46%
2.20891E+11,5%,21%,39%,55%,70%,74%
2.20891E+11,1%,9%,21%,34%,48%,56%
2.20891E+11,0%,0%,8%,24%,30%,33%
2.20891E+11,0%,0%,6%,18%,26%,34%
2.20891E+11,0%,0%,0%,2%,11%,28%
2.20891E+11,0%,0%,0%,5%,24%,44%
2.20891E+11,3%,8%,12%,20%,32%,42%
2.20891E+11,9%,29%,44%,54%,65%,72%
2.20891E+11,10%,30%,39%,48%,54%,58%
2.20891E+11,0%,5%,30%,42%,52%,54%
2.20891E+11,21%,47%,51%,51%,51%,51%
2.20891E+11,17%,46%,51%,52%,52%,52%
2.20891E+11,0%,2%,5%,10%,20%,22%
2.20891E+11,0%,11%,34%,51%,66%,71%
2.20891E+11,6%,21%,31%,40%,47%,51%
2.20891E+11,1%,3%,3%,3%,3%,3%
2.20891E+11,0%,0%,0%,0%,0%,0%
2.20891E+11,0%,0%,0%,0%,0%,0%
2.20891E+11,0%,0%,0%,0%,0%,0%
2.20891E+11,0%,1%,1%,1%,1%,1%
2.20891E+11,1%,1%,1%,1%,1%,1%
2.20891E+11,1%,2%,2%,2%,2%,2%
2.2093E+11,0%,1%,4%,10%,20%,26%
2.2093E+11,1%,7%,12%,15%,22%,28%
2.2093E+11,0%,0%,4%,11%,17%,27%
2.2093E+11,0%,2%,11%,21%,28%,36%
2.2093E+11,0%,4%,18%,31%,52%,64%
2.2093E+11,0%,0%,0%,3%,2%,3%
2.2093E+11,1%,15%,26%,43%,57%,64%
2.2093E+11,0%,1%,2%,4%,5%,7%
2.2093E+11,0%,3%,12%,26%,34%,43%
2.2093E+11,1%,11%,24%,36%,43%,51%
2.2093E+11,1%,11%,24%,41%,53%,61%
2.2093E+11,1%,10%,24%,36%,46%,54%
2.2093E+11,0%,2%,8%,22%,35%,46%
2.2093E+11,1%,4%,5%,7%,15%,29%
2.2093E+11,1%,12%,25%,35%,44%,52%
2.2093E+11,0%,1%,9%,14%,16%,15%
2.2093E+11,0%,3%,21%,38%,47%,48%
2.2093E+11,2%,17%,33%,46%,59%,66%
2.20951E+11,1%,12%,29%,51%,67%,77%
2.20951E+11,4%,15%,24%,32%,41%,47%
2.20951E+11,0%,1%,11%,28%,41%,44%
2.20951E+11,0%,0%,0%,10%,43%,77%
2.20951E+11,0%,0%,33%,77%,79%,79%
2.20951E+11,0%,0%,0%,0%,2%,13%
2.20951E+11,0%,0%,0%,8%,49%,71%
2.20951E+11,0%,0%,0%,8%,40%,72%
2.20951E+11,0%,0%,2%,23%,41%,45%
2.20951E+11,0%,0%,1%,20%,35%,43%
2.20951E+11,0%,0%,0%,0%,7%,26%
2.20951E+11,5%,21%,36%,50%,55%,58%
2.20951E+11,0%,0%,0%,1%,18%,38%
2.20951E+11,2%,17%,34%,49%,61%,65%
2.20951E+11,5%,16%,28%,40%,54%,61%
2.20951E+11,0%,0%,0%,0%,11%,23%
2.20951E+11,4%,14%,22%,29%,37%,44%
2.20951E+11,0%,0%,5%,19%,29%,37%
2.20951E+11,0%,0%,1%,2%,2%,3%
2.20951E+11,0%,0%,2%,8%,18%,26%
2.20951E+11,0%,0%,1%,1%,1%,3%
2.20951E+11,0%,0%,2%,3%,8%,11%
2.20951E+11,0%,0%,0%,1%,2%,3%
2.20951E+11,0%,0%,0%,3%,8%,11%
2.20951E+11,0%,1%,3%,12%,27%,40%
2.20951E+11,0%,1%,2%,6%,12%,17%
2.20951E+11,1%,6%,9%,12%,15%,17%
2.20951E+11,6%,21%,36%,47%,55%,62%
2.20951E+11,5%,18%,30%,42%,54%,61%
2.20951E+11,2%,9%,15%,25%,39%,49%
2.2099E+11,0%,5%,13%,19%,22%,25%
2.2099E+11,1%,10%,24%,37%,46%,53%
2.2099E+11,0%,2%,3%,5%,13%,22%
2.2099E+11,0%,1%,10%,22%,35%,45%
2.2099E+11,0%,0%,0%,0%,1%,6%
2.2099E+11,0%,0%,0%,2%,1%,3%
2.2099E+11,0%,1%,1%,3%,13%,22%
2.2099E+11,0%,0%,0%,0%,0%,0%
2.2099E+11,0%,1%,2%,6%,8%,12%
2.2099E+11,0%,0%,0%,0%,1%,2%
2.2099E+11,0%,0%,0%,0%,0%,0%
2.2099E+11,0%,0%,1%,2%,6%,14%
2.2099E+11,0%,0%,0%,1%,3%,6%
2.2099E+11,0%,0%,0%,0%,1%,3%
2.2099E+11,0%,0%,0%,0%,0%,1%
2.2099E+11,0%,0%,0%,1%,6%,10%
2.2099E+11,0%,2%,8%,17%,26%,35%
2.2099E+11,0%,1%,4%,15%,20%,29%
2.2099E+11,3%,43%,59%,62%,65%,66%
2.2099E+11,0%,1%,1%,2%,2%,2%
2.2101E+11,1%,7%,13%,15%,15%,15%
2.2101E+11,1%,5%,7%,8%,8%,8%
2.2101E+11,0%,0%,0%,0%,20%,40%
2.2101E+11,0%,0%,0%,0%,21%,42%
2.2101E+11,0%,0%,0%,0%,6%,13%
2.2101E+11,0%,3%,7%,11%,14%,14%
2.2101E+11,1%,10%,23%,50%,72%,73%
2.2101E+11,0%,0%,2%,8%,28%,43%
2.2101E+11,0%,0%,2%,17%,46%,49%
2.2101E+11,1%,5%,8%,9%,21%,31%
2.2101E+11,0%,0%,0%,7%,31%,46%
2.2101E+11,0%,0%,0%,13%,34%,50%
2.2101E+11,0%,0%,0%,20%,41%,40%
2.2101E+11,0%,0%,0%,0%,32%,65%
2.2101E+11,0%,0%,6%,17%,19%,19%
2.2101E+11,1%,10%,24%,40%,59%,63%
2.2101E+11,4%,23%,40%,48%,49%,49%
2.2101E+11,0%,1%,6%,19%,32%,34%
2.2101E+11,0%,0%,4%,17%,24%,24%
2.2101E+11,2%,13%,20%,28%,33%,33%
2.2101E+11,0%,0%,7%,18%,41%,49%
2.2101E+11,0%,0%,0%,14%,23%,25%
2.2101E+11,0%,0%,2%,13%,37%,55%
2.2101E+11,2%,14%,21%,24%,26%,27%
2.2101E+11,4%,24%,37%,49%,59%,62%
2.2101E+11,0%,7%,25%,44%,65%,80%
2.2101E+11,2%,13%,21%,27%,32%,35%
2.2101E+11,2%,15%,29%,42%,51%,57%
2.2101E+11,0%,2%,5%,10%,27%,47%
2.2101E+11,0%,1%,2%,4%,17%,36%
2.2101E+11,2%,14%,30%,45%,58%,63%
2.2101E+11,2%,16%,26%,32%,34%,36%
2.2101E+11,0%,1%,1%,2%,7%,22%
2.2101E+11,0%,0%,0%,0%,2%,10%
2.2101E+11,3%,21%,35%,52%,72%,83%
2.2101E+11,3%,26%,40%,50%,56%,60%
2.2101E+11,0%,0%,9%,24%,24%,24%
2.2101E+11,2%,10%,20%,30%,42%,53%
2.2101E+11,0%,0%,11%,40%,53%,54%
2.2101E+11,0%,0%,1%,10%,29%,52%
2.2101E+11,0%,0%,1%,3%,14%,38%
2.2101E+11,0%,0%,2%,26%,52%,70%
2.2101E+11,0%,4%,39%,62%,65%,65%
2.2101E+11,0%,6%,26%,38%,41%,45%
2.2101E+11,0%,0%,0%,13%,57%,87%
2.2103E+11,0%,0%,0%,0%,0%,1%
2.2103E+11,0%,0%,0%,0%,0%,6%
2.2103E+11,0%,1%,5%,14%,23%,31%
2.2103E+11,0%,0%,0%,0%,0%,6%
2.2103E+11,0%,0%,0%,0%,0%,0%
2.2103E+11,0%,0%,0%,0%,0%,0%
2.2103E+11,0%,0%,0%,0%,0%,0%
2.2103E+11,0%,0%,0%,3%,7%,12%
2.2103E+11,0%,0%,0%,1%,5%,10%
2.2103E+11,1%,5%,7%,9%,8%,11%
2.2103E+11,1%,8%,14%,19%,19%,24%
2.2103E+11,0%,2%,2%,5%,4%,8%
2.2103E+11,0%,0%,0%,1%,1%,3%
2.2103E+11,0%,10%,10%,10%,6%,8%
2.2103E+11,0%,0%,0%,0%,0%,1%
2.2103E+11,0%,0%,2%,4%,5%,10%
2.2103E+11,0%,1%,4%,7%,10%,16%
2.2103E+11,0%,1%,1%,4%,7%,15%
2.2103E+11,0%,0%,1%,7%,12%,17%
2.2103E+11,0%,0%,1%,8%,8%,13%
2.2103E+11,0%,1%,3%,5%,6%,8%
2.2103E+11,0%,2%,3%,5%,7%,14%
2.2103E+11,0%,1%,7%,11%,13%,18%
2.2103E+11,0%,0%,0%,1%,2%,5%
2.2103E+11,0%,0%,0%,0%,0%,0%
2.2103E+11,0%,0%,0%,0%,0%,1%
2.2103E+11,1%,2%,4%,8%,12%,15%
2.2103E+11,0%,0%,0%,0%,2%,5%
2.2103E+11,0%,0%,0%,3%,23%,40%
2.2103E+11,0%,0%,0%,0%,0%,0%
2.2103E+11,0%,0%,2%,7%,15%,20%
2.2103E+11,2%,13%,26%,39%,50%,55%
2.2103E+11,0%,0%,0%,0%,1%,1%
2.2103E+11,0%,0%,0%,0%,0%,2%
2.2103E+11,0%,0%,1%,3%,13%,28%
2.2103E+11,0%,0%,0%,3%,12%,20%
2.2103E+11,0%,0%,12%,38%,54%,54%
2.2103E+11,0%,0%,1%,16%,50%,70%
2.2103E+11,0%,0%,6%,14%,15%,15%
2.2103E+11,0%,0%,0%,3%,7%,7%
2.2103E+11,0%,0%,0%,6%,12%,13%
2.2103E+11,0%,0%,0%,8%,21%,30%
2.2103E+11,0%,0%,0%,0%,4%,18%
2.2103E+11,0%,5%,20%,34%,56%,65%
2.2103E+11,0%,0%,6%,20%,38%,45%
2.2103E+11,6%,30%,50%,63%,69%,69%
2.2103E+11,4%,26%,44%,56%,62%,63%
2.2103E+11,0%,0%,0%,8%,28%,43%
2.2103E+11,0%,0%,1%,12%,28%,30%
2.2103E+11,0%,0%,0%,6%,12%,9%
2.2103E+11,0%,0%,0%,3%,15%,23%
2.2103E+11,0%,0%,0%,0%,0%,1%
2.2103E+11,0%,0%,0%,0%,0%,0%
2.2103E+11,0%,0%,3%,9%,16%,23%
2.2103E+11,0%,4%,12%,25%,38%,47%
2.2103E+11,0%,0%,0%,1%,4%,8%
2.2103E+11,0%,0%,0%,0%,10%,16%
2.2103E+11,0%,0%,1%,9%,39%,32%
2.2103E+11,0%,0%,1%,4%,6%,6%
2.2103E+11,0%,0%,4%,12%,37%,50%
2.2103E+11,0%,0%,1%,3%,7%,16%
2.2103E+11,0%,0%,0%,0%,0%,1%
2.2103E+11,0%,0%,3%,4%,5%,5%
2.2103E+11,0%,0%,0%,5%,9%,9%
2.2103E+11,4%,16%,29%,40%,51%,56%
2.2103E+11,7%,33%,46%,50%,52%,53%
2.2103E+11,0%,0%,0%,0%,0%,1%
2.2103E+11,0%,0%,0%,1%,1%,1%
2.2103E+11,0%,2%,3%,3%,6%,8%
2.2103E+11,1%,4%,4%,6%,5%,7%
2.2103E+11,0%,0%,0%,1%,4%,5%
2.2103E+11,0%,0%,0%,0%,0%,0%
2.2103E+11,0%,0%,0%,0%,0%,0%
2.2103E+11,0%,0%,0%,0%,0%,1%
2.2103E+11,0%,0%,0%,1%,2%,5%
2.2103E+11,0%,2%,3%,7%,10%,14%
2.2103E+11,0%,0%,0%,0%,2%,7%
2.2103E+11,0%,0%,3%,13%,29%,42%
2.2103E+11,0%,0%,0%,5%,29%,42%
2.2103E+11,0%,0%,1%,4%,12%,24%
2.2106E+11,0%,0%,0%,0%,0%,0%
2.2106E+11,0%,3%,8%,12%,12%,16%
